timestamp,action_type,item_id,source,user_answer,platform
1570420405311,enter,b2432,diagnosis,,mobile
1570420431521,respond,q3900,diagnosis,a,mobile
1570420438632,submit,b2432,diagnosis,,mobile
1570420439883,enter,b4053,diagnosis,,mobile
1570420450654,respond,q5521,diagnosis,a,mobile
1570420456116,submit,b4053,diagnosis,,mobile
1570420456226,enter,b6805,diagnosis,,mobile
1570420497127,respond,q9454,diagnosis,b,mobile
1570420498612,submit,b6805,diagnosis,,mobile
1570424162243,enter,b6382,diagnosis,,mobile
1570424184163,respond,q9031,diagnosis,b,mobile
1570424193207,submit,b6382,diagnosis,,mobile
1570424193307,enter,b4485,diagnosis,,mobile
1570424216114,respond,q5953,diagnosis,a,mobile
1570424219736,submit,b4485,diagnosis,,mobile
1570424219818,enter,b4406,diagnosis,,mobile
1570424236660,respond,q5874,diagnosis,d,mobile
1570424252313,respond,q5874,diagnosis,a,mobile
1570424252981,respond,q5874,diagnosis,b,mobile
1570424253432,respond,q5874,diagnosis,c,mobile
1570424260563,submit,b4406,diagnosis,,mobile
1570424260722,enter,b2575,diagnosis,,mobile
1570424287699,respond,q4043,diagnosis,b,mobile
1570424296458,submit,b2575,diagnosis,,mobile
1570424296559,enter,b2882,diagnosis,,mobile
1570424342747,respond,q4350,diagnosis,c,mobile
1570424346111,respond,q4350,diagnosis,b,mobile
1570424352620,respond,q4350,diagnosis,a,mobile
1570424355374,respond,q4350,diagnosis,b,mobile
1570424362526,respond,q4350,diagnosis,c,mobile
1570424363204,respond,q4350,diagnosis,b,mobile
1570424363917,respond,q4350,diagnosis,c,mobile
1570424374072,submit,b2882,diagnosis,,mobile
1570424585788,enter,b100,tutor,,mobile
1570424610383,respond,q100,tutor,c,mobile
1570424615281,submit,b100,tutor,,mobile
1570424641379,enter,b100,tutor,,mobile
1570424643476,respond,q100,tutor,c,mobile
1570424646464,submit,b100,tutor,,mobile
1570424652778,enter,b100,tutor,,mobile
1570424665862,submit,b100,tutor,,mobile
1570424674065,enter,b100,tutor,,mobile
1570424694099,respond,q100,tutor,c,mobile
1570424703915,respond,q100,tutor,b,mobile
1570424704534,respond,q100,tutor,c,mobile
1570424708182,submit,b100,tutor,,mobile
1570424720714,enter,b100,tutor,,mobile
1570424731153,submit,b100,tutor,,mobile
1570424797991,enter,b5614,sprint,,mobile
1570424820410,respond,q8143,sprint,c,mobile
1570424823942,submit,b5614,sprint,,mobile
1570424875166,enter,b160,sprint,,mobile
1570424886945,respond,q160,sprint,a,mobile
1570424890401,submit,b160,sprint,,mobile
1570424899950,enter,b4,sprint,,mobile
1570424916085,respond,q4,sprint,b,mobile
1570424925311,submit,b4,sprint,,mobile
1570424930236,enter,b8023,sprint,,mobile
1570424945731,respond,q10970,sprint,b,mobile
1570424955041,submit,b8023,sprint,,mobile
1570424959461,enter,b8031,sprint,,mobile
1570424991610,respond,q10978,sprint,c,mobile
1570424995415,submit,b8031,sprint,,mobile
1570425064622,enter,b5596,sprint,,mobile
1570425086693,respond,q8125,sprint,c,mobile
1570425092758,submit,b5596,sprint,,mobile
1570425097161,enter,b186,sprint,,mobile
1570425121672,respond,q186,sprint,c,mobile
1570425124941,submit,b186,sprint,,mobile
1570425132086,enter,b8027,sprint,,mobile
1570425153503,respond,q10974,sprint,c,mobile
1570425156716,submit,b8027,sprint,,mobile
1570425193240,enter,b7,sprint,,mobile
1570425215302,respond,q7,sprint,c,mobile
