timestamp,action_type,item_id,source,user_answer,platform
1572692769415,enter,b2439,diagnosis,,mobile
1572692789836,respond,q3907,diagnosis,a,mobile
1572692797027,submit,b2439,diagnosis,,mobile
1572692797182,enter,b6962,diagnosis,,mobile
1572692826234,respond,q9611,diagnosis,b,mobile
1572692831600,submit,b6962,diagnosis,,mobile
1572692831738,enter,b8275,diagnosis,,mobile
1572692850076,respond,q11222,diagnosis,b,mobile
1572692860392,submit,b8275,diagnosis,,mobile
1572692860522,enter,b3106,diagnosis,,mobile
1572692882167,respond,q4574,diagnosis,b,mobile
1572692886922,submit,b3106,diagnosis,,mobile
1572692887050,enter,b6375,diagnosis,,mobile
1572692910834,respond,q9024,diagnosis,d,mobile
1572692914844,submit,b6375,diagnosis,,mobile
