timestamp,action_type,item_id,source,user_answer,platform
1563342295358,enter,b4048,diagnosis,,web
1563342310964,respond,q5516,diagnosis,c,web
1563342312689,submit,b4048,diagnosis,,web
1563342316723,enter,b4927,diagnosis,,web
1563342337308,respond,q6395,diagnosis,d,web
1563342338149,submit,b4927,diagnosis,,web
1563342341006,enter,b2465,diagnosis,,web
1563342360687,respond,q3933,diagnosis,c,web
1563342361295,submit,b2465,diagnosis,,web
1563342363413,enter,b5137,diagnosis,,web
1563342391744,respond,q6731,diagnosis,a,web
1563342392290,submit,b5137,diagnosis,,web
1563342394344,enter,b5049,diagnosis,,web
1563342411287,respond,q6517,diagnosis,d,web
1563342411747,submit,b5049,diagnosis,,web
1563342413882,enter,b7373,diagnosis,,web
1563342438984,respond,q10022,diagnosis,a,web
1563342439805,submit,b7373,diagnosis,,web
