timestamp,action_type,item_id,source,user_answer,platform
1568378904818,enter,b3828,diagnosis,,mobile
1568378936234,respond,q5296,diagnosis,a,mobile
1568378941150,submit,b3828,diagnosis,,mobile
1568378941208,enter,b3268,diagnosis,,mobile
1568378967155,respond,q4736,diagnosis,c,mobile
1568378971978,submit,b3268,diagnosis,,mobile
1568378972020,enter,b4109,diagnosis,,mobile
1568379004559,respond,q5577,diagnosis,a,mobile
1568379008258,submit,b4109,diagnosis,,mobile
1568379008294,enter,b4072,diagnosis,,mobile
1568379069048,respond,q5540,diagnosis,a,mobile
1568379075025,submit,b4072,diagnosis,,mobile
1568379075065,enter,b3083,diagnosis,,mobile
1568379079667,respond,q4551,diagnosis,b,mobile
1568379085179,submit,b3083,diagnosis,,mobile
1568379085253,enter,b3535,diagnosis,,mobile
1568379096753,respond,q5003,diagnosis,b,mobile
1568379101016,submit,b3535,diagnosis,,mobile
1568379101038,enter,b3477,diagnosis,,mobile
1568379119812,respond,q4945,diagnosis,c,mobile
1568379138016,submit,b3477,diagnosis,,mobile
1568379138081,enter,b2165,diagnosis,,mobile
1568379191687,respond,q3633,diagnosis,b,mobile
1568379197159,submit,b2165,diagnosis,,mobile
1568379532570,enter,b2667,diagnosis,,mobile
1568379598068,respond,q4135,diagnosis,a,mobile
1568379602573,submit,b2667,diagnosis,,mobile
1568379602635,enter,b3303,diagnosis,,mobile
1568379625561,respond,q4771,diagnosis,d,mobile
1568379631306,submit,b3303,diagnosis,,mobile
1568379631340,enter,b4801,diagnosis,,mobile
1568379659877,respond,q6269,diagnosis,b,mobile
1568379665503,submit,b4801,diagnosis,,mobile
