timestamp,action_type,item_id,source,user_answer,platform
1550645303585,enter,b4242,diagnosis,,mobile
1550645325551,respond,q5710,diagnosis,a,mobile
1550645329748,submit,b4242,diagnosis,,mobile
1550645329854,enter,b6,diagnosis,,mobile
1550645353375,respond,q6,diagnosis,d,mobile
1550645356987,submit,b6,diagnosis,,mobile
1550645357058,enter,b2577,diagnosis,,mobile
1550645381193,respond,q4045,diagnosis,d,mobile
1550645384789,submit,b2577,diagnosis,,mobile
1550645384875,enter,b4288,diagnosis,,mobile
1550645395125,respond,q5756,diagnosis,b,mobile
1550645398103,submit,b4288,diagnosis,,mobile
1550645398167,enter,b4252,diagnosis,,mobile
1550645414129,respond,q5720,diagnosis,a,mobile
1550645417813,submit,b4252,diagnosis,,mobile
1550645417868,enter,b3130,diagnosis,,mobile
1550645428123,respond,q4598,diagnosis,c,mobile
1550645431551,submit,b3130,diagnosis,,mobile
1550645431612,enter,b4337,diagnosis,,mobile
1550645448497,respond,q5805,diagnosis,a,mobile
1550645454028,submit,b4337,diagnosis,,mobile
1550645454080,enter,b3303,diagnosis,,mobile
1550645454411,respond,q4771,diagnosis,b,mobile
1550645455263,respond,q4771,diagnosis,a,mobile
1550645477972,respond,q4771,diagnosis,b,mobile
1550645485931,respond,q4771,diagnosis,d,mobile
1550645489391,submit,b3303,diagnosis,,mobile
