timestamp,action_type,item_id,source,user_answer,platform
1556332380373,enter,b2561,diagnosis,,mobile
1556332416149,respond,q4029,diagnosis,b,mobile
1556332421287,submit,b2561,diagnosis,,mobile
1556332421358,enter,b2169,diagnosis,,mobile
1556332446886,respond,q3637,diagnosis,a,mobile
1556332451998,submit,b2169,diagnosis,,mobile
1556332452075,enter,b6931,diagnosis,,mobile
1556332467068,respond,q9580,diagnosis,b,mobile
1556332472482,submit,b6931,diagnosis,,mobile
1556332472561,enter,b218,diagnosis,,mobile
1556332488179,respond,q218,diagnosis,b,mobile
1556332493409,submit,b218,diagnosis,,mobile
1556332493474,enter,b4976,diagnosis,,mobile
1556332530553,respond,q6444,diagnosis,b,mobile
1556332535598,submit,b4976,diagnosis,,mobile
1556332535666,enter,b4577,diagnosis,,mobile
1556332556562,respond,q6045,diagnosis,c,mobile
1556332563191,submit,b4577,diagnosis,,mobile
1556332563261,enter,b3789,diagnosis,,mobile
1556332575984,respond,q5257,diagnosis,a,mobile
1556332587874,respond,q5257,diagnosis,d,mobile
1556332595356,submit,b3789,diagnosis,,mobile
1556332980238,enter,b1574,sprint,,mobile
1556333017544,submit,b1574,sprint,,mobile
1556333022155,enter,b1574,sprint,,mobile
1556333062749,respond,q1920,sprint,a,mobile
1556333069538,submit,b1574,sprint,,mobile
1556333105501,enter,b1535,sprint,,mobile
1556333156758,submit,b1535,sprint,,mobile
1556333161191,enter,b1535,sprint,,mobile
1556333223663,respond,q1803,sprint,b,mobile
1556333231161,respond,q1803,sprint,c,mobile
1556333233853,respond,q1803,sprint,b,mobile
1556333239579,submit,b1535,sprint,,mobile
1556333255323,enter,b1676,sprint,,mobile
1556333333124,respond,q2226,sprint,a,mobile
1556333342686,respond,q2226,sprint,d,mobile
1556333348600,submit,b1676,sprint,,mobile
1556333359865,enter,b1514,sprint,,mobile
1556333427054,submit,b1514,sprint,,mobile
1556333429765,enter,b1514,sprint,,mobile
1556333482062,respond,q1740,sprint,b,mobile
1556333487553,submit,b1514,sprint,,mobile
1556333516411,enter,b1486,sprint,,mobile
1556333610410,submit,b1486,sprint,,mobile
1556333770252,enter,b1486,sprint,,mobile
1556333816458,submit,b1486,sprint,,mobile
1556333820802,enter,b1486,sprint,,mobile
1556333867490,respond,q1656,sprint,b,mobile
1556333872745,submit,b1486,sprint,,mobile
1556333884954,enter,b1728,sprint,,mobile
1556333975211,respond,q2382,sprint,c,mobile
1556333981852,submit,b1728,sprint,,mobile
1556334006248,enter,b1581,sprint,,mobile
1556334093092,respond,q1941,sprint,c,mobile
1556334098599,submit,b1581,sprint,,mobile
1556334119152,enter,b1486,sprint,,mobile
1556334150827,submit,b1486,sprint,,mobile
1556334165498,enter,b1602,sprint,,mobile
1556334207310,submit,b1602,sprint,,mobile
1556334208680,enter,b1602,sprint,,mobile
1556334241089,respond,q2004,sprint,a,mobile
1556334248259,submit,b1602,sprint,,mobile
1556515819263,enter,b4072,sprint,,mobile
1556515857143,respond,q5540,sprint,a,mobile
1556515860884,submit,b4072,sprint,,mobile
