timestamp,action_type,item_id,source,user_answer,platform
1547884323121,enter,b4932,diagnosis,,web
1547884352750,respond,q6400,diagnosis,a,web
1547884353767,submit,b4932,diagnosis,,web
1547884356689,enter,b874,diagnosis,,web
1547884373550,respond,q874,diagnosis,a,web
1547884374328,submit,b874,diagnosis,,web
1547884375830,enter,b489,diagnosis,,web
1547884390685,respond,q489,diagnosis,b,web
1547884391544,submit,b489,diagnosis,,web
1547884393603,enter,b4676,diagnosis,,web
1547884423949,respond,q6144,diagnosis,b,web
1547884424982,submit,b4676,diagnosis,,web
1547884426792,enter,b377,diagnosis,,web
1547884442898,respond,q377,diagnosis,b,web
1547884443575,submit,b377,diagnosis,,web
1547884445410,enter,b3289,diagnosis,,web
1547884471625,respond,q4757,diagnosis,a,web
1547884472359,submit,b3289,diagnosis,,web
