timestamp,action_type,item_id,source,user_answer,platform
1569146947713,enter,b61,my_note,,web
1569146972642,respond,q61,my_note,c,web
1569146973896,submit,b61,my_note,,web
1569146995646,enter,b56,my_note,,web
1569147015725,respond,q56,my_note,c,web
1569147016621,submit,b56,my_note,,web
1569147038602,enter,b186,my_note,,web
1569147062349,respond,q186,my_note,a,web
1569147063835,submit,b186,my_note,,web
1569147102218,enter,b3,my_note,,web
1569147121449,respond,q3,my_note,b,web
1569147122872,submit,b3,my_note,,web
1569147135172,enter,b5561,my_note,,web
1569147156646,respond,q8090,my_note,a,web
1569147157953,submit,b5561,my_note,,web
1569147177454,enter,b4,my_note,,web
1569147192138,respond,q4,my_note,b,web
1569147194092,submit,b4,my_note,,web
1569147542619,enter,b2539,sprint,,web
1569147558260,respond,q4007,sprint,c,web
1569147559265,submit,b2539,sprint,,web
1569147565244,enter,b2796,sprint,,web
1569147587979,respond,q4264,sprint,a,web
1569147589544,submit,b2796,sprint,,web
1569147621914,enter,b2814,sprint,,web
1569147632263,respond,q4282,sprint,c,web
1569147633465,submit,b2814,sprint,,web
1569147643199,enter,b7100,sprint,,web
1569147668576,respond,q9749,sprint,b,web
1569147669938,submit,b7100,sprint,,web
1569147712028,enter,b3937,sprint,,web
1569147727846,respond,q5405,sprint,b,web
1569147729334,submit,b3937,sprint,,web
1569147884671,enter,b2833,sprint,,web
1569147898781,respond,q4301,sprint,c,web
1569147900238,submit,b2833,sprint,,web
1569147913859,enter,b3789,sprint,,web
1569147931218,respond,q5257,sprint,c,web
1569147932252,submit,b3789,sprint,,web
1569147947958,enter,b6289,sprint,,web
1569147986271,respond,q8938,sprint,c,web
1569147987477,submit,b6289,sprint,,web
1569148005089,enter,b3091,sprint,,web
1569148026794,respond,q4559,sprint,d,web
1569148027655,submit,b3091,sprint,,web
1569148054901,enter,b4787,sprint,,web
1569148071476,respond,q6255,sprint,d,web
1569148072192,submit,b4787,sprint,,web
1569151213812,enter,b4787,adaptive_offer,,web
1569151273209,respond,q6255,adaptive_offer,c,web
1569151274612,submit,b4787,adaptive_offer,,web
1569151379367,enter,b3937,adaptive_offer,,web
1569151513665,respond,q5405,adaptive_offer,d,web
1569151515033,submit,b3937,adaptive_offer,,web
1569151636889,enter,b4280,sprint,,web
1569151737381,respond,q5748,sprint,b,web
1569151738463,submit,b4280,sprint,,web
1569151760347,enter,b7355,sprint,,web
1569151793575,respond,q10004,sprint,b,web
1569151794591,submit,b7355,sprint,,web
1569151813461,enter,b2441,sprint,,web
1569151825557,respond,q3909,sprint,a,web
1569151826390,submit,b2441,sprint,,web
1569151840176,enter,b2467,sprint,,web
1569151855381,respond,q3935,sprint,b,web
1569151856928,submit,b2467,sprint,,web
1569152244762,enter,b3635,sprint,,web
1569152298476,respond,q5103,sprint,c,web
1569152299962,submit,b3635,sprint,,web
1569152393473,enter,b11322,sprint,,web
1569152407302,respond,q17085,sprint,b,web
1569152408615,submit,b11322,sprint,,web
1569152417724,enter,b3289,sprint,,web
1569152441951,respond,q4757,sprint,c,web
1569152442973,submit,b3289,sprint,,web
1569152516637,enter,b4782,sprint,,web
1569152542247,respond,q6250,sprint,a,web
1569152543455,submit,b4782,sprint,,web
1569152555655,enter,b4734,sprint,,web
1569152577734,respond,q6202,sprint,b,web
1569152578766,submit,b4734,sprint,,web
1569152595598,enter,b6377,sprint,,web
1569152629489,respond,q9026,sprint,d,web
1569152630493,submit,b6377,sprint,,web
1569152643818,enter,b3930,sprint,,web
1569152676125,respond,q5398,sprint,c,web
1569152677215,submit,b3930,sprint,,web
1569152710848,enter,b2402,sprint,,web
1569152721038,respond,q3870,sprint,a,web
