timestamp,action_type,item_id,source,user_answer,platform
1572598589618,enter,b4625,diagnosis,,mobile
1572598594800,respond,q6093,diagnosis,b,mobile
1572598601094,submit,b4625,diagnosis,,mobile
1572598601203,enter,b4328,diagnosis,,mobile
1572598618905,respond,q5796,diagnosis,b,mobile
1572598622795,submit,b4328,diagnosis,,mobile
1572598622887,enter,b2882,diagnosis,,mobile
1572598640229,respond,q4350,diagnosis,a,mobile
1572598644620,submit,b2882,diagnosis,,mobile
1572598916692,enter,b2577,diagnosis,,mobile
1572598955311,respond,q4045,diagnosis,b,mobile
1572598959776,submit,b2577,diagnosis,,mobile
1572598959883,enter,b2495,diagnosis,,mobile
1572598974630,respond,q3963,diagnosis,c,mobile
1572598983246,submit,b2495,diagnosis,,mobile
1572598983328,enter,b3106,diagnosis,,mobile
1572599004459,respond,q4574,diagnosis,b,mobile
1572599008642,submit,b3106,diagnosis,,mobile
1572599008733,enter,b7674,diagnosis,,mobile
1572599022565,respond,q10323,diagnosis,b,mobile
1572599029160,submit,b7674,diagnosis,,mobile
1572746183996,enter,b7923,tutor,,mobile
1572746273856,respond,q10649,tutor,a,mobile
1572746282313,submit,b7923,tutor,,mobile
