timestamp,action_type,item_id,source,user_answer,platform
1546557539802,enter,b2661,sprint,,mobile
1546557554160,respond,q4129,sprint,c,mobile
1546557556857,respond,q4129,sprint,a,mobile
1546557560288,submit,b2661,sprint,,mobile
1546557573856,enter,b4829,sprint,,mobile
1546557590864,respond,q6297,sprint,b,mobile
1546557592885,respond,q6297,sprint,d,mobile
1546557595768,submit,b4829,sprint,,mobile
1546557639692,enter,b2663,sprint,,mobile
1546557668001,respond,q4131,sprint,c,mobile
1546557672743,submit,b2663,sprint,,mobile
1546557723436,enter,b4870,sprint,,mobile
1546557746266,respond,q6338,sprint,b,mobile
1546557751463,submit,b4870,sprint,,mobile
1546557804434,enter,b4604,sprint,,mobile
1546557831848,respond,q6072,sprint,d,mobile
1546557838428,submit,b4604,sprint,,mobile
1546845734851,enter,b2762,sprint,,mobile
1546845763100,respond,q4230,sprint,b,mobile
1546845765864,submit,b2762,sprint,,mobile
1546845798184,enter,b3306,sprint,,mobile
1546845810734,respond,q4774,sprint,c,mobile
1546845813543,submit,b3306,sprint,,mobile
1546845827161,enter,b5055,sprint,,mobile
1546845839790,respond,q6523,sprint,b,mobile
1546845842289,submit,b5055,sprint,,mobile
1546845846884,enter,b6829,sprint,,mobile
1546845867955,respond,q9478,sprint,a,mobile
1546845871377,submit,b6829,sprint,,mobile
1546845888280,enter,b2467,sprint,,mobile
1546845899109,respond,q3935,sprint,b,mobile
1546845901675,submit,b2467,sprint,,mobile
1546845959395,enter,b4178,sprint,,mobile
1546845976812,respond,q5646,sprint,c,mobile
1546845981666,respond,q5646,sprint,d,mobile
1546845985617,submit,b4178,sprint,,mobile
1546846022181,enter,b3011,sprint,,mobile
1546846048519,respond,q4479,sprint,b,mobile
1546846051677,submit,b3011,sprint,,mobile
1546846079307,enter,b7316,sprint,,mobile
1546846092901,respond,q9965,sprint,d,mobile
1546846095680,submit,b7316,sprint,,mobile
1546846125631,enter,b2598,sprint,,mobile
1546846154323,respond,q4066,sprint,a,mobile
1546846160218,submit,b2598,sprint,,mobile
1546846192718,enter,b2982,sprint,,mobile
1546846217214,respond,q4450,sprint,a,mobile
1546846219334,respond,q4450,sprint,b,mobile
1546846223485,submit,b2982,sprint,,mobile
1546846251883,enter,b4775,sprint,,mobile
1546846267459,respond,q6243,sprint,a,mobile
1546846270345,submit,b4775,sprint,,mobile
1546846453920,enter,b6745,sprint,,mobile
1546846473986,respond,q9394,sprint,c,mobile
1546846487919,submit,b6745,sprint,,mobile
1546846547734,enter,b3582,sprint,,mobile
1546846585652,respond,q5050,sprint,d,mobile
1546846587586,submit,b3582,sprint,,mobile
1546846596227,enter,b2506,sprint,,mobile
1546846627138,respond,q3974,sprint,d,mobile
1546846629113,respond,q3974,sprint,c,mobile
1546846639252,submit,b2506,sprint,,mobile
1546848419336,enter,b2506,adaptive_offer,,mobile
1546848442577,respond,q3974,adaptive_offer,d,mobile
1546848444869,submit,b2506,adaptive_offer,,mobile
1546848463501,enter,b2846,adaptive_offer,,mobile
1546848494333,respond,q4314,adaptive_offer,a,mobile
1546848496999,submit,b2846,adaptive_offer,,mobile
1546848513926,enter,b2836,sprint,,mobile
1546848523035,respond,q4304,sprint,c,mobile
1546848525689,submit,b2836,sprint,,mobile
1546848530682,enter,b7052,sprint,,mobile
1546848550895,respond,q9701,sprint,c,mobile
1546848553452,submit,b7052,sprint,,mobile
1546848617245,enter,b5076,sprint,,mobile
1546848651851,respond,q6544,sprint,d,mobile
1546848655645,submit,b5076,sprint,,mobile
1546848688972,enter,b2725,sprint,,mobile
1546848698466,respond,q4193,sprint,a,mobile
1546848702875,submit,b2725,sprint,,mobile
1546848709563,enter,b3009,sprint,,mobile
1546848719139,respond,q4477,sprint,c,mobile
1546848730468,submit,b3009,sprint,,mobile
1546848884716,enter,b7298,sprint,,mobile
1546848908006,respond,q9947,sprint,a,mobile
1546848910579,submit,b7298,sprint,,mobile
