timestamp,action_type,item_id,source,user_answer,platform
1550384729836,enter,b3671,diagnosis,,web
1550384751872,respond,q5139,diagnosis,c,web
1550384752601,submit,b3671,diagnosis,,web
1550384754740,enter,b1111,diagnosis,,web
1550384762904,respond,q1111,diagnosis,a,web
1550384769383,respond,q1111,diagnosis,a,web
1550384770824,submit,b1111,diagnosis,,web
1550384772623,enter,b219,diagnosis,,web
1550384786608,respond,q219,diagnosis,b,web
1550384788952,respond,q219,diagnosis,c,web
1550384790177,submit,b219,diagnosis,,web
1550384792408,enter,b5647,diagnosis,,web
1550384808591,respond,q8176,diagnosis,c,web
1550384814576,submit,b5647,diagnosis,,web
1550384816666,enter,b2317,diagnosis,,web
1550384830910,respond,q3785,diagnosis,d,web
1550384833231,submit,b2317,diagnosis,,web
1550384835104,enter,b3760,diagnosis,,web
1550384846099,respond,q5228,diagnosis,a,web
1550384847578,submit,b3760,diagnosis,,web
