timestamp,action_type,item_id,source,user_answer,platform
1553331488839,enter,b3567,diagnosis,,web
1553331506682,respond,q5035,diagnosis,b,web
1553331507349,submit,b3567,diagnosis,,web
1553331510128,enter,b3455,diagnosis,,web
1553331510866,respond,q4923,diagnosis,b,web
1553331511129,submit,b3455,diagnosis,,web
1553331513332,enter,b929,diagnosis,,web
1553331514502,respond,q929,diagnosis,a,web
1553331515025,submit,b929,diagnosis,,web
1553331517146,enter,b219,diagnosis,,web
1553331517978,respond,q219,diagnosis,a,web
1553331518277,submit,b219,diagnosis,,web
1553331520367,enter,b31,diagnosis,,web
1553331522727,respond,q31,diagnosis,a,web
1553331523144,submit,b31,diagnosis,,web
1553331525469,enter,b743,diagnosis,,web
1553331526210,respond,q743,diagnosis,c,web
1553331526610,submit,b743,diagnosis,,web
