timestamp,action_type,item_id,source,user_answer,platform
1551062375261,enter,b4346,diagnosis,,web
1551062406983,respond,q5814,diagnosis,a,web
1551062409765,submit,b4346,diagnosis,,web
1551062413017,enter,b6019,diagnosis,,web
1551062448246,respond,q8668,diagnosis,c,web
1551062449884,respond,q8668,diagnosis,d,web
1551062450812,respond,q8668,diagnosis,b,web
1551062453708,submit,b6019,diagnosis,,web
1551062455475,enter,b489,diagnosis,,web
1551062479418,submit,b489,diagnosis,,web
1551062482136,enter,b489,diagnosis,,web
1551062496186,submit,b489,diagnosis,,web
1551062497389,enter,b489,diagnosis,,web
1551062514268,respond,q489,diagnosis,c,web
1551062515520,submit,b489,diagnosis,,web
1551062517310,enter,b4209,diagnosis,,web
1551062547416,respond,q5677,diagnosis,b,web
1551062548259,submit,b4209,diagnosis,,web
1551062549991,enter,b384,diagnosis,,web
1551062569169,respond,q384,diagnosis,b,web
1551062569963,submit,b384,diagnosis,,web
1551062571436,enter,b214,diagnosis,,web
1551062588162,respond,q214,diagnosis,a,web
1551062589079,submit,b214,diagnosis,,web
