timestamp,action_type,item_id,source,user_answer,platform
1544447379652,enter,b3829,diagnosis,,mobile
1544447430768,respond,q5297,diagnosis,a,mobile
1544447436105,submit,b3829,diagnosis,,mobile
1544447436181,enter,b3236,diagnosis,,mobile
1544447482917,respond,q4704,diagnosis,b,mobile
1544447487895,submit,b3236,diagnosis,,mobile
1544447487973,enter,b2577,diagnosis,,mobile
1544447557533,respond,q4045,diagnosis,a,mobile
1544447569644,respond,q4045,diagnosis,c,mobile
1544447573995,submit,b2577,diagnosis,,mobile
1544447574058,enter,b3756,diagnosis,,mobile
1544447671881,respond,q5224,diagnosis,d,mobile
1544447687622,submit,b3756,diagnosis,,mobile
1544447687699,enter,b2823,diagnosis,,mobile
1544447730941,respond,q4291,diagnosis,a,mobile
1544447742864,submit,b2823,diagnosis,,mobile
1544447742929,enter,b3587,diagnosis,,mobile
1544447796669,respond,q5055,diagnosis,b,mobile
1544447804417,submit,b3587,diagnosis,,mobile
1544447804471,enter,b3149,diagnosis,,mobile
1544447873951,respond,q4617,diagnosis,d,mobile
1544447881890,submit,b3149,diagnosis,,mobile
