timestamp,action_type,item_id,source,user_answer,platform
1541375594495,enter,b2266,diagnosis,,web
1541375620787,respond,q3734,diagnosis,d,web
1541375621946,submit,b2266,diagnosis,,web
1541375624797,enter,b3176,diagnosis,,web
1541375652029,respond,q4644,diagnosis,a,web
1541375652913,submit,b3176,diagnosis,,web
1541375654409,enter,b3917,diagnosis,,web
1541375675283,respond,q5385,diagnosis,c,web
1541375676663,submit,b3917,diagnosis,,web
1541375678382,enter,b4209,diagnosis,,web
1541375710594,respond,q5677,diagnosis,b,web
1541375713803,submit,b4209,diagnosis,,web
1541375715512,enter,b2229,diagnosis,,web
1541375732214,respond,q3697,diagnosis,a,web
1541375733232,submit,b2229,diagnosis,,web
1541375734951,enter,b4286,diagnosis,,web
1541375762185,respond,q5754,diagnosis,c,web
1541375763091,submit,b4286,diagnosis,,web
1541375764917,enter,b4443,diagnosis,,web
1541375788057,respond,q5911,diagnosis,b,web
1541375788722,submit,b4443,diagnosis,,web
1541375790425,enter,b5647,diagnosis,,web
1541375798337,respond,q8176,diagnosis,b,web
1541375804467,submit,b5647,diagnosis,,web
