timestamp,action_type,item_id,source,user_answer,platform
1574125860278,enter,b2568,diagnosis,,web
1574125870518,respond,q4036,diagnosis,d,web
1574125871656,submit,b2568,diagnosis,,web
1574125875324,enter,b3278,diagnosis,,web
1574125886303,respond,q4746,diagnosis,d,web
1574125886911,submit,b3278,diagnosis,,web
1574125889061,enter,b11576,diagnosis,,web
1574125897270,respond,q17339,diagnosis,c,web
1574125898200,submit,b11576,diagnosis,,web
1574125900010,enter,b6902,diagnosis,,web
1574125926334,respond,q9551,diagnosis,c,web
1574125928376,submit,b6902,diagnosis,,web
1574125929838,enter,b6813,diagnosis,,web
1574125943093,respond,q9462,diagnosis,a,web
1574125944143,submit,b6813,diagnosis,,web
1574125946184,enter,b7479,diagnosis,,web
1574125965503,respond,q10128,diagnosis,b,web
1574125966336,submit,b7479,diagnosis,,web
1574125968803,enter,b4782,diagnosis,,web
1574125980797,respond,q6250,diagnosis,a,web
1574125981968,submit,b4782,diagnosis,,web
1574125983819,enter,b11446,diagnosis,,web
1574125991104,respond,q17209,diagnosis,d,web
1574125993144,submit,b11446,diagnosis,,web
1574125994890,enter,b5847,diagnosis,,web
1574126007117,respond,q8496,diagnosis,b,web
1574126010159,submit,b5847,diagnosis,,web
1574126011737,enter,b6392,diagnosis,,web
1574126033037,respond,q9041,diagnosis,a,web
1574126035655,submit,b6392,diagnosis,,web
1574126037238,enter,b6360,diagnosis,,web
1574126056317,respond,q9009,diagnosis,d,web
1574126057106,submit,b6360,diagnosis,,web
1574126384733,enter,b8040,my_note,,web
1574126398918,respond,q10987,my_note,b,web
1574126406264,submit,b8040,my_note,,web
1574126413020,enter,b5528,my_note,,web
1574126429505,respond,q8057,my_note,c,web
1574126435092,submit,b5528,my_note,,web
1574126451629,enter,b176,my_note,,web
1574126464889,respond,q176,my_note,b,web
1574126501173,submit,b176,my_note,,web
1574126516126,enter,b5611,my_note,,web
1574126530710,respond,q8140,my_note,b,web
1574126535824,submit,b5611,my_note,,web
1574126539535,enter,b8299,my_note,,web
1574126547765,respond,q11246,my_note,a,web
1574126559816,submit,b8299,my_note,,web
1574126587442,enter,b5634,my_note,,web
1574126598790,respond,q8163,my_note,b,web
1574126606657,submit,b5634,my_note,,web
1574126847261,enter,b11669,my_note,,web
1574126891136,respond,q17477,my_note,c,web
1574126905870,respond,q17478,my_note,b,web
1574126924782,respond,q17479,my_note,b,web
1574126939508,submit,b11669,my_note,,web
1574126999064,enter,b8322,my_note,,web
1574127040697,respond,q11272,my_note,a,web
1574127062774,respond,q11273,my_note,a,web
1574127070693,respond,q11274,my_note,c,web
1574127076713,submit,b8322,my_note,,web
1574127159138,enter,b1990,my_note,,web
1574127205353,respond,q3168,my_note,a,web
1574127214886,respond,q3169,my_note,c,web
1574127215734,respond,q3169,my_note,d,web
1574127225038,respond,q3170,my_note,b,web
1574127231270,respond,q3170,my_note,d,web
1574127254558,respond,q3169,my_note,b,web
1574127256310,submit,b1990,my_note,,web
1574127337591,enter,b1811,my_note,,web
1574127352190,respond,q2631,my_note,d,web
1574127378351,respond,q2633,my_note,a,web
1574127381486,respond,q2632,my_note,d,web
1574127396990,respond,q2631,my_note,c,web
1574127398126,submit,b1811,my_note,,web
1574127425860,enter,b1935,my_note,,web
1574127444174,respond,q3003,my_note,a,web
1574127451357,respond,q3004,my_note,b,web
1574127464534,respond,q3005,my_note,a,web
1574127466229,submit,b1935,my_note,,web
1574127744541,enter,b6890,my_note,,web
1574127764557,respond,q9539,my_note,a,web
1574127765320,submit,b6890,my_note,,web
1574127778797,enter,b3018,my_note,,web
1574127801989,respond,q4486,my_note,d,web
1574127803151,submit,b3018,my_note,,web
1574127818753,enter,b11419,my_note,,web
1574127842383,respond,q17182,my_note,b,web
1574127843194,submit,b11419,my_note,,web
1574127859904,enter,b6097,my_note,,web
1574127874598,respond,q8746,my_note,c,web
1574127885048,submit,b6097,my_note,,web
1574127891787,enter,b7378,my_note,,web
1574127920342,respond,q10027,my_note,c,web
1574127921056,submit,b7378,my_note,,web
1574127926796,enter,b7655,my_note,,web
1574127948060,respond,q10304,my_note,d,web
1574127951910,submit,b7655,my_note,,web
1574127974101,enter,b11395,my_note,,web
1574128004158,respond,q17158,my_note,d,web
1574128004944,submit,b11395,my_note,,web
1574128013096,enter,b4717,my_note,,web
1574128026559,respond,q6185,my_note,b,web
1574128029071,submit,b4717,my_note,,web
1574128035722,enter,b3948,my_note,,web
1574128050845,respond,q5416,my_note,c,web
1574128051975,submit,b3948,my_note,,web
1574128057474,enter,b4259,my_note,,web
1574128089781,respond,q5727,my_note,c,web
1574128090472,submit,b4259,my_note,,web
1574128095204,enter,b11384,my_note,,web
1574128119812,respond,q17147,my_note,d,web
1574128120504,submit,b11384,my_note,,web
1574128129021,enter,b5152,my_note,,web
1574128155662,respond,q6746,my_note,c,web
1574128156559,submit,b5152,my_note,,web
1574128162015,enter,b11495,my_note,,web
1574128173229,respond,q17258,my_note,c,web
1574128206829,respond,q17258,my_note,a,web
1574128207744,submit,b11495,my_note,,web
1574128217922,enter,b7072,my_note,,web
1574128232671,respond,q9721,my_note,a,web
1574128235095,submit,b7072,my_note,,web
1574128239992,enter,b2550,my_note,,web
1574128274277,respond,q4018,my_note,b,web
1574128274959,submit,b2550,my_note,,web
1574129130123,enter,b2302,sprint,,web
1574129149732,respond,q3770,sprint,d,web
1574129151394,submit,b2302,sprint,,web
1574129187117,enter,b6057,sprint,,web
1574129202680,respond,q8706,sprint,d,web
1574129204238,submit,b6057,sprint,,web
1574129217370,enter,b6169,sprint,,web
1574129237499,respond,q8818,sprint,d,web
1574129248447,submit,b6169,sprint,,web
1574129253981,enter,b4199,sprint,,web
1574129271109,respond,q5667,sprint,c,web
1574129280197,respond,q5667,sprint,b,web
1574129282152,submit,b4199,sprint,,web
1574129288995,enter,b3879,sprint,,web
1574129313916,respond,q5347,sprint,d,web
1574129315150,submit,b3879,sprint,,web
1574129332092,enter,b6901,sprint,,web
1574129351629,respond,q9550,sprint,a,web
1574129352543,submit,b6901,sprint,,web
1574129357503,enter,b4981,sprint,,web
1574129389541,respond,q6449,sprint,a,web
1574129390163,submit,b4981,sprint,,web
1574129419806,enter,b2223,sprint,,web
1574129440959,respond,q3691,sprint,a,web
1574129444421,submit,b2223,sprint,,web
1574129450081,enter,b4853,sprint,,web
1574129455933,respond,q6321,sprint,d,web
1574129457272,submit,b4853,sprint,,web
1574129464415,enter,b3404,sprint,,web
1574129492413,respond,q4872,sprint,d,web
1574129493184,submit,b3404,sprint,,web
1574493338712,enter,b3811,my_note,,web
1574493398119,respond,q5279,my_note,c,web
1574493398708,submit,b3811,my_note,,web
1574493444720,enter,b7154,my_note,,web
1574493495735,respond,q9803,my_note,c,web
1574493497253,submit,b7154,my_note,,web
1574493505553,enter,b5064,my_note,,web
1574493528870,respond,q6532,my_note,c,web
1574493538927,submit,b5064,my_note,,web
1574493556993,enter,b6181,my_note,,web
1574493581824,respond,q8830,my_note,c,web
1574493582704,submit,b6181,my_note,,web
1574493642446,enter,b6299,my_note,,web
1574493686055,respond,q8948,my_note,c,web
1574493686876,submit,b6299,my_note,,web
1574493712823,enter,b4860,my_note,,web
1574493725462,respond,q6328,my_note,a,web
1574493726343,submit,b4860,my_note,,web
1574493755895,enter,b3415,my_note,,web
1574493769694,respond,q4883,my_note,c,web
1574493770863,submit,b3415,my_note,,web
1574493785586,enter,b2591,my_note,,web
1574493837991,respond,q4059,my_note,b,web
1574493840909,submit,b2591,my_note,,web
1574493869846,enter,b3592,my_note,,web
1574493901182,respond,q5060,my_note,b,web
1574493902984,submit,b3592,my_note,,web
1574493921355,enter,b3584,my_note,,web
1574493926965,respond,q5052,my_note,a,web
1574493927687,submit,b3584,my_note,,web
1574493948097,enter,b6171,my_note,,web
1574493980600,respond,q8820,my_note,b,web
1574493989789,submit,b6171,my_note,,web
1574493994663,enter,b4766,my_note,,web
1574494012460,respond,q6234,my_note,d,web
1574494013088,submit,b4766,my_note,,web
1574494020118,enter,b3595,my_note,,web
1574494055631,respond,q5063,my_note,b,web
1574494056229,submit,b3595,my_note,,web
1574494062165,enter,b3803,my_note,,web
1574494092101,respond,q5271,my_note,c,web
1574494093268,submit,b3803,my_note,,web
