timestamp,action_type,item_id,source,user_answer,platform
1571646694198,enter,b3203,diagnosis,,mobile
1571646713849,respond,q4671,diagnosis,d,mobile
1571646719228,submit,b3203,diagnosis,,mobile
1571646719470,enter,b1261,diagnosis,,mobile
1571646728060,submit,b1261,diagnosis,,mobile
1571646735754,enter,b1261,diagnosis,,mobile
1571646749865,respond,q1261,diagnosis,c,mobile
1571646754975,submit,b1261,diagnosis,,mobile
1571646755012,enter,b3370,diagnosis,,mobile
1571646771976,respond,q4838,diagnosis,c,mobile
1571646826700,submit,b3370,diagnosis,,mobile
1571646826741,enter,b3047,diagnosis,,mobile
1571646862506,respond,q4515,diagnosis,b,mobile
1571646867166,submit,b3047,diagnosis,,mobile
1571646867203,enter,b3057,diagnosis,,mobile
1571646908113,respond,q4525,diagnosis,d,mobile
1571646912366,submit,b3057,diagnosis,,mobile
1571646912399,enter,b6124,diagnosis,,mobile
1571646939175,respond,q8773,diagnosis,c,mobile
1571646943908,submit,b6124,diagnosis,,mobile
