timestamp,action_type,item_id,source,user_answer,platform
1545643730200,enter,b4858,diagnosis,,mobile
1545643751221,respond,q6326,diagnosis,a,mobile
1545643756472,submit,b4858,diagnosis,,mobile
1545643756584,enter,b5047,diagnosis,,mobile
1545643774516,respond,q6515,diagnosis,d,mobile
1545643780646,submit,b5047,diagnosis,,mobile
1545643780725,enter,b3953,diagnosis,,mobile
1545643796901,respond,q5421,diagnosis,c,mobile
1545643800644,submit,b3953,diagnosis,,mobile
1545643800747,enter,b4810,diagnosis,,mobile
1545643832854,respond,q6278,diagnosis,c,mobile
1545643837359,submit,b4810,diagnosis,,mobile
1545643837420,enter,b3787,diagnosis,,mobile
1545643859434,respond,q5255,diagnosis,d,mobile
1545643864591,submit,b3787,diagnosis,,mobile
1545643864655,enter,b3894,diagnosis,,mobile
1545643887721,respond,q5362,diagnosis,b,mobile
1545643891480,submit,b3894,diagnosis,,mobile
1545643891549,enter,b2492,diagnosis,,mobile
1545643902552,respond,q3960,diagnosis,d,mobile
1545643908762,submit,b2492,diagnosis,,mobile
1545643908834,enter,b5004,diagnosis,,mobile
1545643929122,respond,q6472,diagnosis,c,mobile
1545643935008,submit,b5004,diagnosis,,mobile
