timestamp,action_type,item_id,source,user_answer,platform
1543499333411,enter,b3456,diagnosis,,mobile
1543499355925,respond,q4924,diagnosis,c,mobile
1543499360476,submit,b3456,diagnosis,,mobile
1543499360579,enter,b4017,diagnosis,,mobile
1543499378845,respond,q5485,diagnosis,c,mobile
1543499384112,submit,b4017,diagnosis,,mobile
1543499384169,enter,b5625,diagnosis,,mobile
1543499401319,submit,b5625,diagnosis,,mobile
1543500079781,enter,b5625,diagnosis,,mobile
1543500094038,respond,q8154,diagnosis,a,mobile
1543500100027,submit,b5625,diagnosis,,mobile
1543500100088,enter,b1322,diagnosis,,mobile
1543500117869,respond,q1322,diagnosis,a,mobile
1543500121504,submit,b1322,diagnosis,,mobile
1543500121563,enter,b237,diagnosis,,mobile
1543500141481,respond,q237,diagnosis,b,mobile
1543500144946,submit,b237,diagnosis,,mobile
1543500145002,enter,b5536,diagnosis,,mobile
1543500165956,respond,q8065,diagnosis,a,mobile
1543500169377,submit,b5536,diagnosis,,mobile
1543500169453,enter,b368,diagnosis,,mobile
1543500187671,respond,q368,diagnosis,b,mobile
1543500192124,submit,b368,diagnosis,,mobile
1543501711532,enter,b905,sprint,,mobile
1543501728898,respond,q905,sprint,a,mobile
1543501733449,submit,b905,sprint,,mobile
1543501804081,enter,b1314,sprint,,mobile
1543501825147,respond,q1314,sprint,b,mobile
1543501828568,submit,b1314,sprint,,mobile
1543532098916,enter,b749,sprint,,mobile
1543532117574,respond,q749,sprint,a,mobile
1543532121968,submit,b749,sprint,,mobile
1543532200852,enter,b8315,sprint,,mobile
1543532220545,respond,q11262,sprint,a,mobile
1543532225105,submit,b8315,sprint,,mobile
1543532344712,enter,b639,sprint,,mobile
1543532371623,respond,q639,sprint,b,mobile
1543532383812,submit,b639,sprint,,mobile
1543532543010,enter,b288,sprint,,mobile
1543532568299,respond,q288,sprint,b,mobile
1543532572116,submit,b288,sprint,,mobile
1543532733468,enter,b1076,sprint,,mobile
1543532756609,respond,q1076,sprint,b,mobile
1543532759829,submit,b1076,sprint,,mobile
1543532909334,enter,b8302,sprint,,mobile
1543532932844,respond,q11249,sprint,b,mobile
1543532936122,submit,b8302,sprint,,mobile
1543533042445,enter,b1177,sprint,,mobile
1543533065818,respond,q1177,sprint,c,mobile
1543533069831,submit,b1177,sprint,,mobile
1543533099335,enter,b1331,sprint,,mobile
1543533120957,respond,q1331,sprint,a,mobile
1543533123411,submit,b1331,sprint,,mobile
1543533404714,enter,b368,review_quiz,,mobile
1543533413995,submit,b368,review_quiz,,mobile
1543557059412,enter,b1237,sprint,,mobile
1543557060420,submit,b1237,sprint,,mobile
1543722405026,enter,b1237,sprint,,mobile
1543722423842,respond,q1237,sprint,b,mobile
1543722427250,submit,b1237,sprint,,mobile
1543904145592,enter,b661,sprint,,mobile
1543904167789,respond,q661,sprint,a,mobile
1543904171215,submit,b661,sprint,,mobile
1543904690498,enter,b722,sprint,,mobile
1543904715212,submit,b722,sprint,,mobile
1543907671298,enter,b887,sprint,,mobile
1543907704360,respond,q887,sprint,c,mobile
1543907707656,submit,b887,sprint,,mobile
1544007095081,enter,b8316,sprint,,mobile
1544007111546,respond,q11263,sprint,c,mobile
1544007120681,submit,b8316,sprint,,mobile
1544007123989,enter,b554,sprint,,mobile
1544007162187,submit,b554,sprint,,mobile
1544007585370,enter,b554,sprint,,mobile
1544007589991,respond,q554,sprint,c,mobile
1544007593382,submit,b554,sprint,,mobile
1544007680569,enter,b554,sprint,,mobile
1544007780021,submit,b554,sprint,,mobile
1544007780122,enter,b391,sprint,,mobile
1544007800605,respond,q391,sprint,b,mobile
1544007804483,submit,b391,sprint,,mobile
1544008202193,enter,b200,sprint,,mobile
1544008543866,respond,q200,sprint,a,mobile
1544008553446,submit,b200,sprint,,mobile
1544089970814,enter,b295,sprint,,mobile
1544089989017,submit,b295,sprint,,mobile
1544089990914,enter,b295,sprint,,mobile
1544089992588,respond,q295,sprint,b,mobile
1544089996043,submit,b295,sprint,,mobile
1544139115174,enter,b461,sprint,,mobile
1544139133427,respond,q461,sprint,c,mobile
1544139136472,submit,b461,sprint,,mobile
1544139180510,enter,b1304,sprint,,mobile
1544139198388,respond,q1304,sprint,a,mobile
1544139201562,submit,b1304,sprint,,mobile
1544171217972,enter,b920,sprint,,mobile
1544171241658,respond,q920,sprint,b,mobile
1544171246528,submit,b920,sprint,,mobile
1544171352442,enter,b8312,sprint,,mobile
1544171373364,respond,q11259,sprint,b,mobile
1544171376707,submit,b8312,sprint,,mobile
1544171569524,enter,b1249,sprint,,mobile
1544171596394,respond,q1249,sprint,a,mobile
1544171599718,submit,b1249,sprint,,mobile
1544171625182,enter,b1331,adaptive_offer,,mobile
1544171645448,respond,q1331,adaptive_offer,a,mobile
1544171649900,submit,b1331,adaptive_offer,,mobile
1544171716690,enter,b1249,adaptive_offer,,mobile
1544171737868,respond,q1249,adaptive_offer,c,mobile
1544171740382,submit,b1249,adaptive_offer,,mobile
1544171865478,enter,b1249,adaptive_offer,,mobile
1544171910895,submit,b1249,adaptive_offer,,mobile
1544171920389,enter,b478,sprint,,mobile
1544171938584,respond,q478,sprint,b,mobile
1544171941100,submit,b478,sprint,,mobile
1544172032009,enter,b243,sprint,,mobile
1544172056424,respond,q243,sprint,c,mobile
1544172059316,submit,b243,sprint,,mobile
1544172194073,enter,b818,sprint,,mobile
1544172214281,respond,q818,sprint,b,mobile
1544172217073,submit,b818,sprint,,mobile
1544172306443,enter,b289,sprint,,mobile
1544172326819,respond,q289,sprint,b,mobile
1544172329389,submit,b289,sprint,,mobile
1544172434385,enter,b289,sprint,,mobile
1544172458036,submit,b289,sprint,,mobile
1544172458132,enter,b1225,sprint,,mobile
1544172479366,respond,q1225,sprint,c,mobile
1544172481970,submit,b1225,sprint,,mobile
1544172653908,enter,b1225,sprint,,mobile
1544172689204,submit,b1225,sprint,,mobile
1544264176948,enter,b2324,sprint,,mobile
1544264188730,respond,q3792,sprint,d,mobile
1544264192033,submit,b2324,sprint,,mobile
1544283250390,enter,b1893,sprint,,mobile
1544283380260,respond,q2877,sprint,d,mobile
1544283385694,submit,b1893,sprint,,mobile
1544435885018,enter,b954,sprint,,mobile
1544435907563,respond,q954,sprint,b,mobile
1544435911040,submit,b954,sprint,,mobile
1544436002075,enter,b954,sprint,,mobile
1544436039169,submit,b954,sprint,,mobile
1544436039215,enter,b637,sprint,,mobile
1544436053146,submit,b637,sprint,,mobile
1544436062705,enter,b637,sprint,,mobile
1544436065004,respond,q637,sprint,a,mobile
1544436070356,submit,b637,sprint,,mobile
1544436590662,enter,b637,sprint,,mobile
1544436642429,submit,b637,sprint,,mobile
1544436771529,enter,b637,sprint,,mobile
1544436824666,submit,b637,sprint,,mobile
1544436989071,enter,b511,sprint,,mobile
1544437016956,submit,b511,sprint,,mobile
1544437209964,enter,b511,sprint,,mobile
1544437213114,respond,q511,sprint,c,mobile
1544437215855,submit,b511,sprint,,mobile
1544437334735,enter,b511,sprint,,mobile
1544437383980,submit,b511,sprint,,mobile
1544437455513,enter,b511,sprint,,mobile
1544437506319,submit,b511,sprint,,mobile
1544437548088,enter,b511,sprint,,mobile
1544437578255,submit,b511,sprint,,mobile
1544437578390,enter,b612,sprint,,mobile
1544437603483,respond,q612,sprint,c,mobile
1544437607210,submit,b612,sprint,,mobile
1544438449905,enter,b612,sprint,,mobile
1544438525954,submit,b612,sprint,,mobile
1544438526044,enter,b951,sprint,,mobile
1544438545034,respond,q951,sprint,a,mobile
1544438547757,submit,b951,sprint,,mobile
1544445506034,enter,b951,sprint,,mobile
1544445565834,submit,b951,sprint,,mobile
1544445565927,enter,b334,sprint,,mobile
1544445584109,respond,q334,sprint,b,mobile
1544445587806,submit,b334,sprint,,mobile
1544445744118,enter,b287,sprint,,mobile
1544445762578,respond,q287,sprint,a,mobile
1544445765372,submit,b287,sprint,,mobile
1544445823141,enter,b287,sprint,,mobile
1544445869175,submit,b287,sprint,,mobile
1544445895841,enter,b1066,sprint,,mobile
1544445912774,respond,q1066,sprint,b,mobile
1544445916318,submit,b1066,sprint,,mobile
1544445975556,enter,b296,sprint,,mobile
1544445995735,respond,q296,sprint,b,mobile
1544445999456,submit,b296,sprint,,mobile
1544446270950,enter,b920,adaptive_offer,,mobile
1544446288480,respond,q920,adaptive_offer,b,mobile
1544446292216,submit,b920,adaptive_offer,,mobile
1544446348153,enter,b296,adaptive_offer,,mobile
1544446363455,respond,q296,adaptive_offer,a,mobile
1544446365576,submit,b296,adaptive_offer,,mobile
1544446623861,enter,b1171,sprint,,mobile
1544446642222,respond,q1171,sprint,b,mobile
1544446645479,submit,b1171,sprint,,mobile
1544446808467,enter,b1171,sprint,,mobile
