timestamp,action_type,item_id,source,user_answer,platform
1570097019255,enter,b3482,diagnosis,,mobile
1570097043161,respond,q4950,diagnosis,a,mobile
1570097049611,submit,b3482,diagnosis,,mobile
1570097049728,enter,b1296,diagnosis,,mobile
1570097070213,respond,q1296,diagnosis,b,mobile
1570097075720,submit,b1296,diagnosis,,mobile
1570097075832,enter,b2157,diagnosis,,mobile
1570097090907,respond,q3625,diagnosis,c,mobile
1570097096702,submit,b2157,diagnosis,,mobile
1570097096798,enter,b4886,diagnosis,,mobile
1570097116521,respond,q6354,diagnosis,c,mobile
1570097121913,submit,b4886,diagnosis,,mobile
1570097121994,enter,b8129,diagnosis,,mobile
1570097140699,respond,q11076,diagnosis,c,mobile
1570097145661,submit,b8129,diagnosis,,mobile
1570097145757,enter,b489,diagnosis,,mobile
1570097166835,respond,q489,diagnosis,b,mobile
1570097171284,submit,b489,diagnosis,,mobile
