timestamp,action_type,item_id,source,user_answer,platform
1574063760573,enter,b2794,diagnosis,,mobile
1574063787522,respond,q4262,diagnosis,a,mobile
1574063797274,submit,b2794,diagnosis,,mobile
1574063797420,enter,b2495,diagnosis,,mobile
1574063833418,submit,b2495,diagnosis,,mobile
1574063833551,enter,b6835,diagnosis,,mobile
1574063857492,respond,q9484,diagnosis,b,mobile
1574063865036,submit,b6835,diagnosis,,mobile
1574063865150,enter,b7161,diagnosis,,mobile
1574063911350,respond,q9810,diagnosis,d,mobile
1574063914495,submit,b7161,diagnosis,,mobile
1574063914585,enter,b7105,diagnosis,,mobile
1574063927772,respond,q9754,diagnosis,c,mobile
1574063935291,submit,b7105,diagnosis,,mobile
