timestamp,action_type,item_id,source,user_answer,platform
1550657128322,enter,b2371,diagnosis,,mobile
1550657144094,respond,q3839,diagnosis,a,mobile
1550657149535,submit,b2371,diagnosis,,mobile
1550657149640,enter,b3572,diagnosis,,mobile
1550657156517,respond,q5040,diagnosis,b,mobile
1550657165519,submit,b3572,diagnosis,,mobile
1550657165590,enter,b5552,diagnosis,,mobile
1550657180452,respond,q8081,diagnosis,a,mobile
1550657182437,respond,q8081,diagnosis,b,mobile
1550657206045,respond,q8081,diagnosis,a,mobile
1550657214432,respond,q8081,diagnosis,b,mobile
1550657224682,submit,b5552,diagnosis,,mobile
1550657224739,enter,b2530,diagnosis,,mobile
1550657227159,respond,q3998,diagnosis,a,mobile
1550657236252,submit,b2530,diagnosis,,mobile
