timestamp,action_type,item_id,source,user_answer,platform
1561914742282,enter,b3208,diagnosis,,mobile
1561914751935,respond,q4676,diagnosis,d,mobile
1561914758454,submit,b3208,diagnosis,,mobile
1561914758559,enter,b6959,diagnosis,,mobile
1561914767042,respond,q9608,diagnosis,a,mobile
1561914773407,submit,b6959,diagnosis,,mobile
1561914773493,enter,b3131,diagnosis,,mobile
1561914798039,respond,q4599,diagnosis,a,mobile
1561914802065,submit,b3131,diagnosis,,mobile
1561914802164,enter,b3779,diagnosis,,mobile
1561914822506,respond,q5247,diagnosis,d,mobile
1561914828156,submit,b3779,diagnosis,,mobile
1561914828242,enter,b3054,diagnosis,,mobile
1561914846304,respond,q4522,diagnosis,b,mobile
1561914850975,submit,b3054,diagnosis,,mobile
1561914851053,enter,b1315,diagnosis,,mobile
1561914872719,respond,q1315,diagnosis,c,mobile
1561914876970,submit,b1315,diagnosis,,mobile
1561914877059,enter,b2446,diagnosis,,mobile
1561914900890,respond,q3914,diagnosis,c,mobile
1561914906684,submit,b2446,diagnosis,,mobile
1561914955545,enter,b2564,sprint,,mobile
1561914963494,respond,q4032,sprint,a,mobile
1561914967832,submit,b2564,sprint,,mobile
1561914977669,enter,b4309,sprint,,mobile
1561914994609,respond,q5777,sprint,c,mobile
1561914999054,submit,b4309,sprint,,mobile
1561915005361,enter,b3365,sprint,,mobile
1561915021726,respond,q4833,sprint,d,mobile
1561915024296,respond,q4833,sprint,c,mobile
1561915031463,submit,b3365,sprint,,mobile
1561915037047,enter,b6698,sprint,,mobile
1561915055765,respond,q9347,sprint,b,mobile
1561915059004,submit,b6698,sprint,,mobile
1561915065420,enter,b3794,sprint,,mobile
1561915083171,respond,q5262,sprint,a,mobile
1561915091531,respond,q5262,sprint,c,mobile
1561915096257,submit,b3794,sprint,,mobile
1561915104729,enter,b5138,sprint,,mobile
1561915109368,respond,q6732,sprint,a,mobile
1561915114066,submit,b5138,sprint,,mobile
1561915120289,enter,b2568,sprint,,mobile
1561915135438,respond,q4036,sprint,d,mobile
1561915138699,submit,b2568,sprint,,mobile
1561915143503,enter,b7229,sprint,,mobile
1561915182623,respond,q9878,sprint,a,mobile
1561915187749,submit,b7229,sprint,,mobile
1561915194980,enter,b3428,sprint,,mobile
1561915209295,respond,q4896,sprint,a,mobile
1561915216864,respond,q4896,sprint,d,mobile
1561915220130,submit,b3428,sprint,,mobile
1561962803449,enter,b5747,sprint,,mobile
1561962810607,respond,q8396,sprint,c,mobile
1561962813272,submit,b5747,sprint,,mobile
1561962943742,enter,b2564,review_quiz,,mobile
1561962948510,respond,q4032,review_quiz,a,mobile
1561962953500,submit,b2564,review_quiz,,mobile
1561962959614,enter,b2568,review_quiz,,mobile
1561962970416,respond,q4036,review_quiz,d,mobile
1561962975011,submit,b2568,review_quiz,,mobile
1561962980686,enter,b5747,review_quiz,,mobile
1561962984197,respond,q8396,review_quiz,d,mobile
1561962992747,submit,b5747,review_quiz,,mobile
1561963002205,enter,b4309,review_quiz,,mobile
1561963009320,respond,q5777,review_quiz,c,mobile
1561963054466,submit,b4309,review_quiz,,mobile
1561963065464,enter,b3054,review_quiz,,mobile
1561963071155,respond,q4522,review_quiz,b,mobile
1561963083156,submit,b3054,review_quiz,,mobile
1561963094957,enter,b3794,review_quiz,,mobile
1561963105000,respond,q5262,review_quiz,b,mobile
1561963119427,submit,b3794,review_quiz,,mobile
1561963148079,enter,b1315,review_quiz,,mobile
1561963167350,respond,q1315,review_quiz,c,mobile
1561963177994,submit,b1315,review_quiz,,mobile
1561963191081,enter,b6698,review_quiz,,mobile
1561963225148,respond,q9347,review_quiz,b,mobile
1561963229615,respond,q9347,review_quiz,c,mobile
1561963235469,submit,b6698,review_quiz,,mobile
