timestamp,action_type,item_id,source,user_answer,platform
1570778311129,enter,b3735,diagnosis,,mobile
1570778327374,respond,q5203,diagnosis,b,mobile
1570778336350,respond,q5203,diagnosis,d,mobile
1570778342106,respond,q5203,diagnosis,b,mobile
1570778347507,submit,b3735,diagnosis,,mobile
1570778347665,enter,b3661,diagnosis,,mobile
1570778382113,respond,q5129,diagnosis,b,mobile
1570778390375,submit,b3661,diagnosis,,mobile
1570778390526,enter,b5573,diagnosis,,mobile
1570778405297,respond,q8102,diagnosis,a,mobile
1570778416567,submit,b5573,diagnosis,,mobile
1570778416697,enter,b3649,diagnosis,,mobile
1570778441729,respond,q5117,diagnosis,a,mobile
1570778448071,submit,b3649,diagnosis,,mobile
1570778448213,enter,b3779,diagnosis,,mobile
1570778488720,respond,q5247,diagnosis,a,mobile
1570778523296,respond,q5247,diagnosis,b,mobile
1570778534396,submit,b3779,diagnosis,,mobile
1570778534528,enter,b6539,diagnosis,,mobile
1570778561002,respond,q9188,diagnosis,d,mobile
1570778565470,submit,b6539,diagnosis,,mobile
1570778565626,enter,b5611,diagnosis,,mobile
1570778589345,respond,q8140,diagnosis,b,mobile
1570778595541,submit,b5611,diagnosis,,mobile
1570789851107,enter,b3938,sprint,,mobile
1570789886598,respond,q5406,sprint,a,mobile
1570789892282,submit,b3938,sprint,,mobile
1570790006738,enter,b11522,sprint,,mobile
1570790043637,respond,q17285,sprint,a,mobile
1570790056117,submit,b11522,sprint,,mobile
1570790106874,enter,b6088,sprint,,mobile
1570790171965,respond,q8737,sprint,c,mobile
1570790216640,submit,b6088,sprint,,mobile
1570790304970,enter,b2440,sprint,,mobile
1570790595906,respond,q3908,sprint,b,mobile
1570790608362,submit,b2440,sprint,,mobile
1570790626684,enter,b4585,sprint,,mobile
1570790646852,respond,q6053,sprint,b,mobile
1570790664176,submit,b4585,sprint,,mobile
1570790691679,enter,b3019,sprint,,mobile
1570790805872,respond,q4487,sprint,c,mobile
1570790818738,respond,q4487,sprint,b,mobile
1570790827144,submit,b3019,sprint,,mobile
1570790883595,enter,b5733,sprint,,mobile
1570790935483,respond,q8382,sprint,a,mobile
1570790989802,submit,b5733,sprint,,mobile
1570791062774,enter,b5139,sprint,,mobile
1570791186340,respond,q6733,sprint,c,mobile
1570791189716,submit,b5139,sprint,,mobile
1570791303660,enter,b7152,sprint,,mobile
1570791410873,respond,q9801,sprint,d,mobile
1570791414673,submit,b7152,sprint,,mobile
1570791500150,enter,b4278,sprint,,mobile
1570791567476,respond,q5746,sprint,d,mobile
1570791588148,submit,b4278,sprint,,mobile
1570926087964,enter,b7672,sprint,,mobile
1570926119896,respond,q10321,sprint,b,mobile
1570926123867,submit,b7672,sprint,,mobile
1570926146783,enter,b4305,sprint,,mobile
1570926202089,respond,q5773,sprint,d,mobile
1570926235094,submit,b4305,sprint,,mobile
1570926260810,enter,b2197,sprint,,mobile
1570926293901,respond,q3665,sprint,c,mobile
1570926306000,submit,b2197,sprint,,mobile
1570926336340,enter,b4041,sprint,,mobile
1570926584322,respond,q5509,sprint,a,mobile
1570926590474,submit,b4041,sprint,,mobile
1570926666711,enter,b4131,sprint,,mobile
