timestamp,action_type,item_id,source,user_answer,platform
1545229725420,enter,b3242,diagnosis,,mobile
1545229748441,respond,q4710,diagnosis,a,mobile
1545229752260,submit,b3242,diagnosis,,mobile
1547472646094,enter,b4337,diagnosis,,mobile
1547472673823,respond,q5805,diagnosis,a,mobile
1547472677349,submit,b4337,diagnosis,,mobile
1547472677399,enter,b377,diagnosis,,mobile
1547472694696,respond,q377,diagnosis,c,mobile
1547472697998,submit,b377,diagnosis,,mobile
1547472698053,enter,b4115,diagnosis,,mobile
1547472719809,respond,q5583,diagnosis,d,mobile
1547472723114,submit,b4115,diagnosis,,mobile
1547472723154,enter,b326,diagnosis,,mobile
1547472741321,respond,q326,diagnosis,c,mobile
1547472745061,submit,b326,diagnosis,,mobile
1547472745100,enter,b61,diagnosis,,mobile
1547472764735,respond,q61,diagnosis,b,mobile
1547472771380,submit,b61,diagnosis,,mobile
1547472771440,enter,b307,diagnosis,,mobile
1547472789853,respond,q307,diagnosis,b,mobile
1547472793081,submit,b307,diagnosis,,mobile
1547472793132,enter,b3325,diagnosis,,mobile
1547472808291,respond,q4793,diagnosis,b,mobile
1547472816439,submit,b3325,diagnosis,,mobile
1547472816487,enter,b743,diagnosis,,mobile
1547472833654,respond,q743,diagnosis,b,mobile
1547472837198,submit,b743,diagnosis,,mobile
1547472837264,enter,b1295,diagnosis,,mobile
1547472858035,respond,q1295,diagnosis,a,mobile
1547472862927,submit,b1295,diagnosis,,mobile
