timestamp,action_type,item_id,source,user_answer,platform
1541771384066,enter,b3557,diagnosis,,web
1541771410492,respond,q5025,diagnosis,c,web
1541771411112,submit,b3557,diagnosis,,web
1541771414000,enter,b139,diagnosis,,web
1541771425213,respond,q139,diagnosis,a,web
1541771437944,submit,b139,diagnosis,,web
1541771440514,enter,b2494,diagnosis,,web
1541771446301,respond,q3962,diagnosis,a,web
1541771449549,submit,b2494,diagnosis,,web
1541771451156,enter,b5128,diagnosis,,web
1541771459867,respond,q6722,diagnosis,d,web
1541771473511,submit,b5128,diagnosis,,web
1541771475433,enter,b3063,diagnosis,,web
1541771489485,respond,q4531,diagnosis,a,web
1541771490476,respond,q4531,diagnosis,b,web
1541771493409,submit,b3063,diagnosis,,web
1541771495690,enter,b7371,diagnosis,,web
1541771511499,respond,q10020,diagnosis,b,web
1541771512928,submit,b7371,diagnosis,,web
