timestamp,action_type,item_id,source,user_answer,platform
1567981627790,enter,b3298,diagnosis,,mobile
1567981661237,respond,q4766,diagnosis,b,mobile
1567981668125,submit,b3298,diagnosis,,mobile
1567981668210,enter,b6022,diagnosis,,mobile
1567981718115,respond,q8671,diagnosis,b,mobile
1567981723921,submit,b6022,diagnosis,,mobile
1567981724010,enter,b3351,diagnosis,,mobile
1567981761671,respond,q4819,diagnosis,d,mobile
1567981767299,submit,b3351,diagnosis,,mobile
1567981767364,enter,b3329,diagnosis,,mobile
1567981770110,respond,q4797,diagnosis,c,mobile
1567981771198,respond,q4797,diagnosis,d,mobile
1567981772012,respond,q4797,diagnosis,c,mobile
1567981773267,respond,q4797,diagnosis,d,mobile
1567981776210,respond,q4797,diagnosis,c,mobile
1567981777668,respond,q4797,diagnosis,b,mobile
1567981778659,respond,q4797,diagnosis,a,mobile
1567981783715,respond,q4797,diagnosis,b,mobile
1567981784493,respond,q4797,diagnosis,a,mobile
1567981785247,respond,q4797,diagnosis,d,mobile
1567981810398,respond,q4797,diagnosis,b,mobile
1567981823869,submit,b3329,diagnosis,,mobile
1567981823929,enter,b3361,diagnosis,,mobile
1567981859442,respond,q4829,diagnosis,c,mobile
1567981865201,submit,b3361,diagnosis,,mobile
1567981865258,enter,b2351,diagnosis,,mobile
1567981900090,respond,q3819,diagnosis,b,mobile
1567981905162,submit,b2351,diagnosis,,mobile
1567981905192,enter,b7378,diagnosis,,mobile
1567981953265,respond,q10027,diagnosis,c,mobile
1567981957164,submit,b7378,diagnosis,,mobile
