timestamp,action_type,item_id,source,user_answer,platform
1541518551436,enter,b4558,diagnosis,,mobile
1541518591609,respond,q6026,diagnosis,c,mobile
1541518596295,submit,b4558,diagnosis,,mobile
1541518596358,enter,b2479,diagnosis,,mobile
1541518620217,respond,q3947,diagnosis,b,mobile
1541518623910,submit,b2479,diagnosis,,mobile
1541518623976,enter,b219,diagnosis,,mobile
1541518644241,respond,q219,diagnosis,a,mobile
1541518647909,submit,b219,diagnosis,,mobile
1541518647974,enter,b2317,diagnosis,,mobile
1541518678502,respond,q3785,diagnosis,a,mobile
1541518682452,submit,b2317,diagnosis,,mobile
1541518682508,enter,b4529,diagnosis,,mobile
1541518712191,respond,q5997,diagnosis,a,mobile
1541518715462,submit,b4529,diagnosis,,mobile
1541518715533,enter,b4577,diagnosis,,mobile
1541518738151,respond,q6045,diagnosis,b,mobile
1541518741689,submit,b4577,diagnosis,,mobile
1541518741756,enter,b3918,diagnosis,,mobile
1541518760503,respond,q5386,diagnosis,a,mobile
1541518766085,submit,b3918,diagnosis,,mobile
1541518863097,enter,b4392,sprint,,mobile
1541518885800,respond,q5860,sprint,c,mobile
1541518891875,submit,b4392,sprint,,mobile
1541518904012,enter,b4177,sprint,,mobile
1541518935040,respond,q5645,sprint,b,mobile
1541518939757,submit,b4177,sprint,,mobile
1541518954644,enter,b4633,sprint,,mobile
1541518978423,respond,q6101,sprint,a,mobile
1541518981067,submit,b4633,sprint,,mobile
1541518989373,enter,b5720,sprint,,mobile
1541519023564,respond,q8369,sprint,d,mobile
1541519026581,submit,b5720,sprint,,mobile
1541519038693,enter,b3263,sprint,,mobile
1541519050325,respond,q4731,sprint,b,mobile
1541519053464,submit,b3263,sprint,,mobile
