timestamp,action_type,item_id,source,user_answer,platform
1561531829970,enter,b2245,diagnosis,,mobile
1561531905401,respond,q3713,diagnosis,d,mobile
1561531910745,submit,b2245,diagnosis,,mobile
1561531920689,enter,b2939,diagnosis,,mobile
1561531943963,respond,q4407,diagnosis,d,mobile
1561531949375,submit,b2939,diagnosis,,mobile
1561531949472,enter,b764,diagnosis,,mobile
1561531965126,respond,q764,diagnosis,c,mobile
1561531970181,submit,b764,diagnosis,,mobile
1561531970263,enter,b218,diagnosis,,mobile
1561531984300,respond,q218,diagnosis,b,mobile
1561531992868,submit,b218,diagnosis,,mobile
1561531992963,enter,b4692,diagnosis,,mobile
1561532015357,respond,q6160,diagnosis,a,mobile
1561532022714,submit,b4692,diagnosis,,mobile
1561532022803,enter,b3615,diagnosis,,mobile
1561532046412,respond,q5083,diagnosis,d,mobile
1561532050793,submit,b3615,diagnosis,,mobile
1561532050859,enter,b2598,diagnosis,,mobile
1561532060334,respond,q4066,diagnosis,b,mobile
1561532064481,submit,b2598,diagnosis,,mobile
1561532064564,enter,b3556,diagnosis,,mobile
1561532088018,respond,q5024,diagnosis,a,mobile
1561532097979,respond,q5024,diagnosis,d,mobile
1561532106093,submit,b3556,diagnosis,,mobile
1561532106175,enter,b4978,diagnosis,,mobile
1561532124171,respond,q6446,diagnosis,d,mobile
1561532127969,submit,b4978,diagnosis,,mobile
