timestamp,action_type,item_id,source,user_answer,platform
1540795400749,enter,b4125,diagnosis,,web
1540795417502,respond,q5593,diagnosis,d,web
1540795418759,submit,b4125,diagnosis,,web
1540795448279,enter,b881,diagnosis,,web
1540795461736,respond,q881,diagnosis,c,web
1540795463401,submit,b881,diagnosis,,web
1540795465389,enter,b2557,diagnosis,,web
1540795485215,respond,q4025,diagnosis,c,web
1540795485894,submit,b2557,diagnosis,,web
1540795487918,enter,b4581,diagnosis,,web
1540795499956,respond,q6049,diagnosis,a,web
1540795501377,submit,b4581,diagnosis,,web
1540795503024,enter,b3479,diagnosis,,web
1540795518848,respond,q4947,diagnosis,d,web
1540795519605,submit,b3479,diagnosis,,web
1540795521503,enter,b4028,diagnosis,,web
1540795532577,respond,q5496,diagnosis,c,web
1540795533546,submit,b4028,diagnosis,,web
