timestamp,action_type,item_id,source,user_answer,platform
1565441911386,enter,b3853,diagnosis,,mobile
1565441973251,respond,q5321,diagnosis,b,mobile
1565441980980,submit,b3853,diagnosis,,mobile
1565441981058,enter,b408,diagnosis,,mobile
1565442014898,submit,b408,diagnosis,,mobile
1565442021829,enter,b408,diagnosis,,mobile
1565442045480,submit,b408,diagnosis,,mobile
1565442067689,enter,b408,diagnosis,,mobile
1565442082773,submit,b408,diagnosis,,mobile
1565442100344,enter,b408,diagnosis,,mobile
1565442116787,respond,q408,diagnosis,b,mobile
1565442118414,respond,q408,diagnosis,c,mobile
1565442123909,submit,b408,diagnosis,,mobile
1565442124025,enter,b3779,diagnosis,,mobile
1565442178902,respond,q5247,diagnosis,d,mobile
1565442189549,submit,b3779,diagnosis,,mobile
1565442189666,enter,b3130,diagnosis,,mobile
1565442244801,respond,q4598,diagnosis,c,mobile
1565442250672,submit,b3130,diagnosis,,mobile
1565442250754,enter,b5128,diagnosis,,mobile
1565442289272,respond,q6722,diagnosis,d,mobile
1565442294602,submit,b5128,diagnosis,,mobile
1565442294668,enter,b218,diagnosis,,mobile
1565442305820,respond,q218,diagnosis,b,mobile
1565442317135,submit,b218,diagnosis,,mobile
1565442317202,enter,b214,diagnosis,,mobile
1565442330161,respond,q214,diagnosis,b,mobile
1565442340881,submit,b214,diagnosis,,mobile
1565444483994,enter,b5386,tutor,,mobile
1565444736695,respond,q7590,tutor,d,mobile
1565444758624,submit,b5386,tutor,,mobile
1565444858359,enter,b1489,tutor,,mobile
1565444902960,submit,b1489,tutor,,mobile
1565444932671,enter,b5633,sprint,,mobile
1565444958811,respond,q8162,sprint,b,mobile
1565444961813,submit,b5633,sprint,,mobile
1565445001805,enter,b8,sprint,,mobile
1565445027860,submit,b8,sprint,,mobile
1565445051589,enter,b127,sprint,,mobile
1565445063894,respond,q127,sprint,b,mobile
1565445076094,submit,b127,sprint,,mobile
1565445097993,enter,b8215,sprint,,mobile
1565445111379,respond,q11162,sprint,b,mobile
1565445116034,respond,q11162,sprint,c,mobile
1565445123104,submit,b8215,sprint,,mobile
1565445128080,enter,b59,sprint,,mobile
1565445146450,respond,q59,sprint,c,mobile
1565445154763,submit,b59,sprint,,mobile
1565445199956,enter,b186,sprint,,mobile
1565445219465,respond,q186,sprint,a,mobile
1565445224584,respond,q186,sprint,a,mobile
1565445227465,submit,b186,sprint,,mobile
1565445247566,enter,b5553,sprint,,mobile
1565445267167,respond,q8082,sprint,c,mobile
1565445275177,submit,b5553,sprint,,mobile
1565445284155,enter,b8235,sprint,,mobile
1565445308643,submit,b8235,sprint,,mobile
1565445329028,enter,b5603,sprint,,mobile
1565445346114,respond,q8132,sprint,c,mobile
1565445353200,submit,b5603,sprint,,mobile
1565445403961,enter,b10,sprint,,mobile
1565445430302,submit,b10,sprint,,mobile
1565445622956,enter,b59,adaptive_offer,,mobile
1565445637219,respond,q59,adaptive_offer,b,mobile
1565445648722,submit,b59,adaptive_offer,,mobile
1565445658909,enter,b10,adaptive_offer,,mobile
1565445677074,respond,q10,adaptive_offer,b,mobile
1565445702607,submit,b10,adaptive_offer,,mobile
1565445708784,enter,b10,adaptive_offer,,mobile
1565445713567,respond,q10,adaptive_offer,b,mobile
1565445726853,respond,q10,adaptive_offer,c,mobile
1565445734419,submit,b10,adaptive_offer,,mobile
1565445765807,enter,b77,sprint,,mobile
1565445785422,respond,q77,sprint,c,mobile
1565445799042,respond,q77,sprint,c,mobile
1565445802008,submit,b77,sprint,,mobile
1565445806360,enter,b8239,sprint,,mobile
1565445818922,respond,q11186,sprint,b,mobile
1565445825292,respond,q11186,sprint,b,mobile
1565445828736,submit,b8239,sprint,,mobile
1565445839229,enter,b7,sprint,,mobile
1565445860508,respond,q7,sprint,c,mobile
1565445865597,submit,b7,sprint,,mobile
1565445913537,enter,b62,sprint,,mobile
1565445933015,respond,q62,sprint,c,mobile
1565445938411,submit,b62,sprint,,mobile
1565445942809,enter,b90,sprint,,mobile
1565445953864,respond,q90,sprint,a,mobile
1565445969429,submit,b90,sprint,,mobile
1565445983337,enter,b8221,sprint,,mobile
1565445992268,respond,q11168,sprint,a,mobile
1565446007215,submit,b8221,sprint,,mobile
1565446011887,enter,b5532,sprint,,mobile
1565446025483,respond,q8061,sprint,b,mobile
1565446034867,submit,b5532,sprint,,mobile
1565446048471,enter,b4,sprint,,mobile
1565446062025,respond,q4,sprint,b,mobile
1565446074204,submit,b4,sprint,,mobile
1565446107112,enter,b141,sprint,,mobile
1565446122328,respond,q141,sprint,b,mobile
1565446127010,respond,q141,sprint,b,mobile
1565446133481,submit,b141,sprint,,mobile
1565446196519,enter,b8046,sprint,,mobile
1565446209885,respond,q10993,sprint,b,mobile
1565446221025,submit,b8046,sprint,,mobile
1565446269297,enter,b792,sprint,,mobile
1565446277686,submit,b792,sprint,,mobile
1565446292674,enter,b1693,sprint,,mobile
1565446326933,respond,q2277,sprint,c,mobile
1565446327784,respond,q2277,sprint,c,mobile
1565446328944,respond,q2277,sprint,c,mobile
1565446329680,respond,q2277,sprint,c,mobile
1565446336356,respond,q2277,sprint,b,mobile
1565446345241,respond,q2277,sprint,b,mobile
1565446346118,respond,q2277,sprint,b,mobile
1565446348152,respond,q2277,sprint,b,mobile
1565446348894,respond,q2277,sprint,b,mobile
1565446351577,respond,q2277,sprint,b,mobile
1565446365174,respond,q2277,sprint,b,mobile
1565446367159,respond,q2277,sprint,b,mobile
1565446374732,respond,q2277,sprint,b,mobile
1565446376218,respond,q2277,sprint,b,mobile
1565446381708,submit,b1693,sprint,,mobile
