timestamp,action_type,item_id,source,user_answer,platform
1553063049252,enter,b2916,diagnosis,,mobile
1553063078714,respond,q4384,diagnosis,d,mobile
1553063085683,submit,b2916,diagnosis,,mobile
1553063085794,enter,b456,diagnosis,,mobile
1553063103664,respond,q456,diagnosis,c,mobile
1553063109879,submit,b456,diagnosis,,mobile
1553063109985,enter,b4782,diagnosis,,mobile
1553063137717,respond,q6250,diagnosis,a,mobile
1553063142300,submit,b4782,diagnosis,,mobile
1553063142396,enter,b3524,diagnosis,,mobile
1553063163565,respond,q4992,diagnosis,c,mobile
1553063168676,submit,b3524,diagnosis,,mobile
1553063168773,enter,b2823,diagnosis,,mobile
1553063178347,respond,q4291,diagnosis,a,mobile
1553063182532,submit,b2823,diagnosis,,mobile
1553063182628,enter,b3139,diagnosis,,mobile
1553063201434,respond,q4607,diagnosis,d,mobile
1553063207143,submit,b3139,diagnosis,,mobile
1553063207233,enter,b7378,diagnosis,,mobile
1553063234263,respond,q10027,diagnosis,c,mobile
1553063243686,submit,b7378,diagnosis,,mobile
1553063243777,enter,b4145,diagnosis,,mobile
1553063258817,respond,q5613,diagnosis,c,mobile
1553063262265,submit,b4145,diagnosis,,mobile
1553063262357,enter,b3595,diagnosis,,mobile
1553063280261,respond,q5063,diagnosis,a,mobile
1553063284066,submit,b3595,diagnosis,,mobile
1553063284150,enter,b5137,diagnosis,,mobile
1553063321965,respond,q6731,diagnosis,b,mobile
1553063327057,submit,b5137,diagnosis,,mobile
1553063327140,enter,b3789,diagnosis,,mobile
1553063353010,respond,q5257,diagnosis,a,mobile
1553063360116,submit,b3789,diagnosis,,mobile
1553228121041,enter,b4027,sprint,,mobile
1553228142413,respond,q5495,sprint,a,mobile
1553228143072,respond,q5495,sprint,b,mobile
1553228143478,respond,q5495,sprint,a,mobile
1553228143810,respond,q5495,sprint,b,mobile
1553228150881,respond,q5495,sprint,a,mobile
1553228154735,submit,b4027,sprint,,mobile
1553228184500,enter,b3005,sprint,,mobile
1553228200186,respond,q4473,sprint,a,mobile
1553228212899,submit,b3005,sprint,,mobile
1553228232393,enter,b2232,sprint,,mobile
1553228250913,respond,q3700,sprint,c,mobile
1553228260280,respond,q3700,sprint,b,mobile
1553228265426,submit,b2232,sprint,,mobile
1553228298663,enter,b5958,sprint,,mobile
1553228319613,respond,q8607,sprint,c,mobile
1553228322387,respond,q8607,sprint,d,mobile
1553228322703,respond,q8607,sprint,c,mobile
1553228327448,respond,q8607,sprint,a,mobile
1553228327816,respond,q8607,sprint,c,mobile
1553228328316,respond,q8607,sprint,a,mobile
1553228330892,respond,q8607,sprint,c,mobile
1553228334735,submit,b5958,sprint,,mobile
1553228352311,enter,b4922,sprint,,mobile
1553228375746,respond,q6390,sprint,a,mobile
1553228380312,submit,b4922,sprint,,mobile
1553228401281,enter,b3015,sprint,,mobile
1553228411279,respond,q4483,sprint,b,mobile
1553228413665,respond,q4483,sprint,c,mobile
1553228414902,respond,q4483,sprint,b,mobile
1553228415203,respond,q4483,sprint,c,mobile
1553228415451,respond,q4483,sprint,b,mobile
1553228415753,respond,q4483,sprint,c,mobile
1553228415986,respond,q4483,sprint,b,mobile
1553228416220,respond,q4483,sprint,c,mobile
1553228416471,respond,q4483,sprint,b,mobile
1553228416718,respond,q4483,sprint,c,mobile
1553228416959,respond,q4483,sprint,b,mobile
1553228421533,respond,q4483,sprint,c,mobile
1553228425210,submit,b3015,sprint,,mobile
1553228456515,enter,b4717,sprint,,mobile
1553228485074,respond,q6185,sprint,a,mobile
1553228495199,submit,b4717,sprint,,mobile
1553228520354,enter,b6850,sprint,,mobile
1553228531278,respond,q9499,sprint,a,mobile
1553228535952,submit,b6850,sprint,,mobile
1553228560353,enter,b4870,sprint,,mobile
1553228607014,respond,q6338,sprint,d,mobile
1553228611978,submit,b4870,sprint,,mobile
1553228629812,enter,b2787,sprint,,mobile
1553228649170,respond,q4255,sprint,c,mobile
1553228652696,submit,b2787,sprint,,mobile
1553510800307,enter,b2216,sprint,,mobile
1553510816706,respond,q3684,sprint,c,mobile
1553510821075,submit,b2216,sprint,,mobile
1553510839778,enter,b7232,sprint,,mobile
1553510851581,respond,q9881,sprint,b,mobile
1553510854872,submit,b7232,sprint,,mobile
1553510859841,enter,b3085,sprint,,mobile
1553510878715,respond,q4553,sprint,a,mobile
1553510883442,submit,b3085,sprint,,mobile
1553510899175,enter,b3945,sprint,,mobile
1553510916159,respond,q5413,sprint,d,mobile
1553510924293,submit,b3945,sprint,,mobile
1553510949541,enter,b2310,sprint,,mobile
1553510964951,respond,q3778,sprint,c,mobile
1553510969806,respond,q3778,sprint,d,mobile
