timestamp,action_type,item_id,source,user_answer,platform
1540624577443,enter,b2607,diagnosis,,web
1540624593653,respond,q4075,diagnosis,c,web
1540624596365,submit,b2607,diagnosis,,web
1540624599416,enter,b1239,diagnosis,,web
1540624603875,respond,q1239,diagnosis,c,web
1540624605910,submit,b1239,diagnosis,,web
1540624608209,enter,b2557,diagnosis,,web
1540624611211,respond,q4025,diagnosis,b,web
1540624612108,submit,b2557,diagnosis,,web
1540624614081,enter,b7390,diagnosis,,web
1540624616260,respond,q10039,diagnosis,b,web
1540624617356,submit,b7390,diagnosis,,web
1540624619063,enter,b377,diagnosis,,web
1540624620635,respond,q377,diagnosis,a,web
1540624621541,submit,b377,diagnosis,,web
1540624623052,enter,b387,diagnosis,,web
1540624624851,respond,q387,diagnosis,c,web
1540624625694,submit,b387,diagnosis,,web
