timestamp,action_type,item_id,source,user_answer,platform
1550208216773,enter,b4052,diagnosis,,web
1550208225159,respond,q5520,diagnosis,a,web
1550208226618,submit,b4052,diagnosis,,web
1550208231129,enter,b3441,diagnosis,,web
1550208242517,respond,q4909,diagnosis,d,web
1550208243062,submit,b3441,diagnosis,,web
1550208245152,enter,b5137,diagnosis,,web
1550208272210,respond,q6731,diagnosis,a,web
1550208272943,submit,b5137,diagnosis,,web
1550208275246,enter,b5128,diagnosis,,web
1550208295547,respond,q6722,diagnosis,c,web
1550208297171,submit,b5128,diagnosis,,web
1550208299107,enter,b4978,diagnosis,,web
1550208310454,respond,q6446,diagnosis,b,web
1550208318363,submit,b4978,diagnosis,,web
1550208320515,enter,b3063,diagnosis,,web
1550208333159,respond,q4531,diagnosis,c,web
1550208334181,submit,b3063,diagnosis,,web
1550208336256,enter,b7393,diagnosis,,web
1550208349391,respond,q10042,diagnosis,b,web
1550208350550,submit,b7393,diagnosis,,web
1550208352470,enter,b4191,diagnosis,,web
1550208358413,respond,q5659,diagnosis,b,web
1550208361141,submit,b4191,diagnosis,,web
