timestamp,action_type,item_id,source,user_answer,platform
1563331223019,enter,b2358,diagnosis,,mobile
1563331225302,respond,q3826,diagnosis,b,mobile
1563331260646,respond,q3826,diagnosis,b,mobile
1563331273748,submit,b2358,diagnosis,,mobile
1563331285131,enter,b2358,diagnosis,,mobile
1563331295366,respond,q3826,diagnosis,b,mobile
1563331302581,submit,b2358,diagnosis,,mobile
1563331302671,enter,b3002,diagnosis,,mobile
1563331317031,respond,q4470,diagnosis,a,mobile
1563331321125,submit,b3002,diagnosis,,mobile
1563331321182,enter,b4978,diagnosis,,mobile
1563331334473,respond,q6446,diagnosis,d,mobile
1563331339053,submit,b4978,diagnosis,,mobile
1563331339115,enter,b4257,diagnosis,,mobile
1563331365084,respond,q5725,diagnosis,c,mobile
1563331369855,submit,b4257,diagnosis,,mobile
1563331369905,enter,b4337,diagnosis,,mobile
1563331380808,respond,q5805,diagnosis,d,mobile
1563331385541,submit,b4337,diagnosis,,mobile
1563331385614,enter,b4705,diagnosis,,mobile
1563331425534,respond,q6173,diagnosis,a,mobile
1563331430258,submit,b4705,diagnosis,,mobile
1563331430337,enter,b3450,diagnosis,,mobile
1563331480591,respond,q4918,diagnosis,c,mobile
1563331485130,submit,b3450,diagnosis,,mobile
1563331485182,enter,b2591,diagnosis,,mobile
1563331504107,respond,q4059,diagnosis,a,mobile
1563331508997,submit,b2591,diagnosis,,mobile
1563331509057,enter,b3667,diagnosis,,mobile
1563331525018,respond,q5135,diagnosis,b,mobile
1563331528943,submit,b3667,diagnosis,,mobile
1563331529023,enter,b3,diagnosis,,mobile
1563331559933,respond,q3,diagnosis,c,mobile
1563331567774,submit,b3,diagnosis,,mobile
