timestamp,action_type,item_id,source,user_answer,platform
1553524883841,enter,b3861,diagnosis,,web
1553524920957,respond,q5329,diagnosis,b,web
1553524924131,respond,q5329,diagnosis,c,web
1553524924846,submit,b3861,diagnosis,,web
1553524928020,enter,b4645,diagnosis,,web
1553524936919,respond,q6113,diagnosis,c,web
1553524941595,respond,q6113,diagnosis,a,web
1553524945006,respond,q6113,diagnosis,b,web
1553524946559,respond,q6113,diagnosis,a,web
1553524950118,respond,q6113,diagnosis,c,web
1553524957710,submit,b4645,diagnosis,,web
1553524960187,enter,b856,diagnosis,,web
1553524982597,respond,q856,diagnosis,a,web
1553524983187,submit,b856,diagnosis,,web
1553524985747,enter,b380,diagnosis,,web
1553525010819,respond,q380,diagnosis,b,web
1553525011245,submit,b380,diagnosis,,web
1553525013395,enter,b307,diagnosis,,web
1553525033944,respond,q307,diagnosis,c,web
1553525034469,submit,b307,diagnosis,,web
1553525036861,enter,b297,diagnosis,,web
1553525051532,respond,q297,diagnosis,b,web
1553525054598,submit,b297,diagnosis,,web
1553525056919,enter,b2246,diagnosis,,web
1553525096537,respond,q3714,diagnosis,c,web
1553525099886,submit,b2246,diagnosis,,web
1553525102113,enter,b3361,diagnosis,,web
1553525118602,respond,q4829,diagnosis,c,web
1553525120264,submit,b3361,diagnosis,,web
1553525123065,enter,b3505,diagnosis,,web
1553525139413,respond,q4973,diagnosis,b,web
1553525142935,submit,b3505,diagnosis,,web
1553525144874,enter,b3560,diagnosis,,web
1553525163286,respond,q5028,diagnosis,b,web
1553525163850,submit,b3560,diagnosis,,web
